timestamp,ladle_id,operator,shift,radar_distance_m,filled_height_m,calculated_tons,flow_rate_tps,state
2026-02-05T13:53:59,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:54:00,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:54:01,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:54:02,03,shyam,A,2.045,,,0.0,POURING
2026-02-05T13:54:03,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:54:04,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:54:05,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:54:06,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:54:07,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:54:08,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:54:09,03,shyam,A,2.045,,,0.0,POURING
2026-02-05T13:54:10,03,shyam,A,2.045,,,0.0,POURING
2026-02-05T13:54:11,03,shyam,A,2.046,,,0.0,POURING
2026-02-05T13:54:12,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:54:13,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:54:14,03,shyam,A,2.042,,,0.0,POURING
2026-02-05T13:54:15,03,shyam,A,2.042,,,0.0,POURING
2026-02-05T13:54:16,03,shyam,A,2.042,,,0.0,POURING
2026-02-05T13:54:17,03,shyam,A,2.041,,,0.0,POURING
2026-02-05T13:54:18,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:54:19,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:54:20,03,shyam,A,2.044,,,0.0,POURING
2026-02-05T13:54:21,03,shyam,A,2.043,,,0.0,POURING
2026-02-05T13:54:22,03,shyam,A,2.041,,,0.0,POURING
2026-02-05T13:54:23,03,shyam,A,2.039,,,0.0,POURING
2026-02-05T13:54:24,03,shyam,A,2.039,,,0.0,POURING
2026-02-05T13:54:25,03,shyam,A,2.04,,,0.0,POURING
2026-02-05T13:54:26,03,shyam,A,2.04,,,0.0,POURING
2026-02-05T13:54:27,03,shyam,A,2.039,,,0.0,POURING
2026-02-05T13:54:28,03,shyam,A,2.038,,,0.0,POURING
2026-02-05T13:54:29,03,shyam,A,2.036,,,0.0,POURING
2026-02-05T13:54:30,03,shyam,A,2.038,,,0.0,POURING
2026-02-05T13:54:31,03,shyam,A,2.038,,,0.0,POURING
2026-02-05T13:54:32,03,shyam,A,2.038,,,0.0,POURING
2026-02-05T13:54:33,03,shyam,A,2.038,,,0.0,POURING
2026-02-05T13:54:34,03,shyam,A,2.039,,,0.0,POURING
2026-02-05T13:54:35,03,shyam,A,2.039,,,0.0,POURING
2026-02-05T13:54:36,03,shyam,A,2.039,,,0.0,POURING
2026-02-05T13:54:37,03,shyam,A,2.04,,,0.0,POURING
2026-02-05T13:54:38,03,shyam,A,2.042,,,0.0,POURING
2026-02-05T13:54:39,03,shyam,A,2.041,,,0.0,POURING
2026-02-05T13:54:40,03,shyam,A,2.041,,,0.0,POURING
2026-02-05T13:54:41,03,shyam,A,2.042,,,0.0,POURING
2026-02-05T13:54:42,03,shyam,A,2.041,,,0.0,POURING
2026-02-05T13:54:43,03,shyam,A,2.04,,,0.0,POURING
2026-02-05T13:54:44,03,shyam,A,2.041,,,0.0,POURING
2026-02-05T13:54:45,03,shyam,A,2.041,,,0.0,POURING
